"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOLS"
"MFSD6L",0.0762359905822065,3.3510989265365,1.09892306532598,0.28442103771569,0.778511303536209,-5.1518965877421,"MFSD6L"
"OR52N2",-0.0591013830873231,3.43059401016745,-1.0988712272902,0.284443126614957,0.778511303536209,-5.15194646970202,"OR52N2"
"DHRS7",-0.2543422865799,6.10625858619616,-1.0987734794144,0.284484781718763,0.778511303536209,-5.15204052350862,"DHRS7"
"ANXA6",0.180188987919948,4.98663472119989,1.09876215000022,0.284489610017422,0.778511303536209,-5.15205142428921,"ANXA6"
"H2AFJ",-0.213856953389063,8.22778754158492,-1.09874955129127,0.284494979326083,0.778511303536209,-5.15206354622672,"H2AFJ"
"MUL1",-0.207261424049104,5.28320245544234,-1.09852537310415,0.284590531734089,0.778511303536209,-5.15227922048309,"MUL1"
"ZNF285",0.0816820704258796,3.33483517472913,1.09834591064807,0.284667041569463,0.778511303536209,-5.15245184742911,"ZNF285"
"TYW5",-0.0497707010793705,3.13756951386566,-1.09817911917674,0.284738162806982,0.778511303536209,-5.15261226383418,"TYW5"
"SLC13A3",0.0661961309642613,3.31754726104703,1.09812752972867,0.284760163579698,0.778511303536209,-5.15266187711513,"SLC13A3"
"RAPGEF4",-0.0584829654599232,3.32905855913574,-1.0979866829159,0.284820235225696,0.778511303536209,-5.15279731828996,"RAPGEF4"
"SEZ6L2",0.0750952892350056,3.4398616609514,1.09798406756243,0.284821350769902,0.778511303536209,-5.15279983312321,"SEZ6L2"
"BCL2",0.258597252408374,5.39722996039785,1.09788752927348,0.284862530112437,0.778511303536209,-5.15289265731976,"BCL2"
"LRIT2",-0.0544698766822453,3.14465452743604,-1.09785444947494,0.284876641615662,0.778511303536209,-5.15292446280095,"LRIT2"
"GOLGA7",0.213262577594759,7.53535019657383,1.09769477726487,0.284944763284613,0.778511303536209,-5.15307797221263,"GOLGA7"
"AP2S1",-0.176345828134245,9.16446240145352,-1.09744694028607,0.285050522512931,0.778511303536209,-5.15331620474078,"AP2S1"
"NPY2R",-0.0699110843461472,3.19817145946267,-1.09741886393763,0.285062505302471,0.778511303536209,-5.15334319006788,"NPY2R"
"UTP20",-0.0580102888300089,3.31646156743668,-1.09740433794248,0.285068705039385,0.778511303536209,-5.15335715135836,"UTP20"
"LINC00602",-0.0587474112051147,3.15448726801066,-1.09730960383488,0.285109140233036,0.778511303536209,-5.15344819865802,"LINC00602"
"DDC",-0.0571033216505957,3.15601424238881,-1.09726300654407,0.285129030801204,0.778511303536209,-5.153492979972,"DDC"
"WDR49",-0.0697117028535868,3.41564965801701,-1.09722376047056,0.28514578420275,0.778511303536209,-5.15353069526401,"WDR49"
"ACAP2",0.0984422410718297,3.63464345745659,1.09719085703654,0.285159830603056,0.778511303536209,-5.15356231439725,"ACAP2"
"OTOA",0.0516689388893391,3.13699420652743,1.09717821101972,0.285165229292197,0.778511303536209,-5.15357446658808,"OTOA"
"SPTLC2",-0.0650588306377452,3.47242498663597,-1.09716017691685,0.285172928328202,0.778511303536209,-5.15359179624805,"SPTLC2"
"NKX3-2",0.062628437203089,3.20583809419691,1.0971262865038,0.285187397075293,0.778511303536209,-5.1536243621675,"NKX3-2"
"TMEM211",-0.0543631374031075,3.16389403084512,-1.09672401322042,0.285359179287463,0.778786183331569,-5.15401084652958,"TMEM211"
"GYS2",-0.0526329887397739,3.18154808777925,-1.0965971275767,0.285413378671003,0.778786183331569,-5.1541327262089,"GYS2"
"TMEM218",0.204642503484599,5.82071719162464,1.09644667499566,0.285477654388274,0.778786183331569,-5.15427722701503,"TMEM218"
"VEGFA",-0.0729400893989681,3.45386148015964,-1.09625374416576,0.28556009285818,0.778786183331569,-5.15446250020769,"VEGFA"
"FNDC4",-0.0582805608109984,3.35656766643209,-1.09624826898656,0.285562432629559,0.778786183331569,-5.15446775765351,"FNDC4"
"SERPINA4",0.0615073341177012,3.27107214166515,1.0961922068355,0.28558639111486,0.778786183331569,-5.15452158903542,"SERPINA4"
"GAS2L1P2",-0.0489051682046522,3.22385887139104,-1.09609006047817,0.285630047703467,0.778786183331569,-5.15461966467593,"GAS2L1P2"
"DLX1",-0.0660820962928937,3.34600982232047,-1.09607997118024,0.285634360056698,0.778786183331569,-5.15462935146189,"DLX1"
"MAPRE1",-0.232191142183646,6.5860330276588,-1.09589837424015,0.285711986039114,0.778786183331569,-5.15480369022338,"MAPRE1"
"PCOLCE",-0.0711169911990764,3.43578809869439,-1.09588895832525,0.285716011412287,0.778786183331569,-5.15481272910589,"PCOLCE"
"OR4C45",-0.070944155290329,3.40956553477024,-1.09564433317671,0.285820604894447,0.778786183331569,-5.15504753507843,"OR4C45"
"ITGAV",-0.0668716593756145,3.49090853102063,-1.09558142300745,0.285847507656684,0.778786183331569,-5.1551079126165,"ITGAV"
"ASS1",-0.0840966976732511,3.7344810615928,-1.09552374488628,0.285872174612206,0.778786183331569,-5.15516326606405,"ASS1"
"RUVBL1",-0.166571287630692,4.4291797389172,-1.09549807773753,0.285883152068561,0.778786183331569,-5.15518789789517,"RUVBL1"
"GLUL",-0.0789210507580188,3.38260010457397,-1.09539815993856,0.285925888332357,0.778786183331569,-5.15528378055668,"GLUL"
"CACNG7",-0.0576170306258038,3.13459656915765,-1.09539270619322,0.28592822111021,0.778786183331569,-5.15528901383393,"CACNG7"
"IFNA7",-0.0554553949541535,3.18045380388207,-1.09528429588808,0.285974595256889,0.778786183331569,-5.15539303689834,"IFNA7"
"GMPPB",-0.242540553931488,5.4080822754908,-1.09527526524838,0.285978458495719,0.778786183331569,-5.15540170167068,"GMPPB"
"GK",0.134103398227195,4.23224400534951,1.09525810969855,0.28598579761346,0.778786183331569,-5.1554181620078,"GK"
"PIK3R3",0.0764140804538844,3.35788300201277,1.09501691057013,0.286088996694529,0.778967189870019,-5.15564956280783,"PIK3R3"
"FANCD2OS",0.0663413940841837,3.24419126585262,1.09480983332332,0.286177617991358,0.779108462433983,-5.15584819218204,"FANCD2OS"
"DNAH1",0.176075926842378,5.24442759390515,1.09456910327475,0.286280666453597,0.779194494737387,-5.15607906001531,"DNAH1"
"PSMG1",-0.191480787663213,4.79185805333177,-1.09423298254607,0.286424593486688,0.779194494737387,-5.15640133600707,"PSMG1"
"ST6GALNAC2",0.122989958002409,3.69365102608618,1.09410130992088,0.2864809900611,0.779194494737387,-5.15652756137782,"ST6GALNAC2"
"SPATS2",0.093459338031595,3.76085752353067,1.09398746535777,0.286529757206097,0.779194494737387,-5.15663668547753,"SPATS2"
"PTENP1",-0.0644142296051128,3.32009704158226,-1.093966141759,0.286538892181038,0.779194494737387,-5.15665712380368,"PTENP1"
"MYL6B",0.255699935408906,7.06221620851759,1.09388337140447,0.286574352789148,0.779194494737387,-5.1567364545421,"MYL6B"
"MIR323B",-0.046933045514477,3.24670653092808,-1.09381177926944,0.286605026972899,0.779194494737387,-5.1568050673339,"MIR323B"
"CLTRN",0.0625444380925205,3.24721210787485,1.09377956043073,0.286618832151175,0.779194494737387,-5.15683594408268,"CLTRN"
"SINHCAF",0.188802084986935,5.28714253585903,1.09371124793097,0.286648104392538,0.779194494737387,-5.15690140835348,"SINHCAF"
"MAP3K10",0.0930012055552919,3.70423227367387,1.09369648531094,0.286654430532479,0.779194494737387,-5.15691555498744,"MAP3K10"
"OR2M4",-0.0592634669743603,3.2522343884504,-1.09360364078214,0.286694218980194,0.779194494737387,-5.15700452163606,"OR2M4"
"LOC100126784",-0.05131849180187,3.19873345587365,-1.093574094303,0.286706881939779,0.779194494737387,-5.15703283264273,"LOC100126784"
"SNORD14B",-0.0715933698432392,3.29985755544644,-1.09351339750751,0.286732896499804,0.779194494737387,-5.15709098932245,"SNORD14B"
"EPB42",-0.0530894797933656,3.20145154669441,-1.0934348617591,0.286766559349232,0.779194494737387,-5.15716623420166,"EPB42"
"KLRD1",-0.149964665559919,3.96613055873065,-1.09333128369796,0.286810960489044,0.779194494737387,-5.15726546479346,"KLRD1"
"TUBB6",-0.082473877413669,3.44365920015255,-1.09332784859292,0.286812433111924,0.779194494737387,-5.15726875557583,"TUBB6"
"TEX22",-0.0725222504101388,3.36264762514397,-1.09327798778818,0.28683380895958,0.779194494737387,-5.15731652050402,"TEX22"
"GRHL3",0.0792100508012927,3.41779149865422,1.09245099734399,0.287188516837504,0.7799312066754,-5.15810846976883,"GRHL3"
"PLCB2",-0.173784474587305,5.11588483962233,-1.0923907939652,0.287214351324391,0.7799312066754,-5.15816610166136,"PLCB2"
"SLCO1B3",-0.0643719767332723,3.10253811049296,-1.09238851278256,0.287215330259094,0.7799312066754,-5.15816828535226,"SLCO1B3"
"MIR297",0.0502146228797066,3.14186456169091,1.09191760814872,0.28741746356221,0.780058708456974,-5.1586189790037,"MIR297"
"ASB16",-0.0624862470088591,3.19512168113241,-1.09189160453818,0.287428628475553,0.780058708456974,-5.15864386157947,"ASB16"
"PSMB5",-0.258110216519873,6.14703924736169,-1.09189068499469,0.28742902329661,0.780058708456974,-5.15864474147124,"PSMB5"
"NBEAL1",0.0566474248475219,3.11521232538158,1.09179343829535,0.28747077997759,0.780058708456974,-5.15873779111158,"NBEAL1"
"OAS2",0.260273229374982,6.73476223447986,1.09168064051852,0.287519219628227,0.780058708456974,-5.1588457115424,"OAS2"
"SPATA5",-0.0661796560374974,3.29039024604449,-1.09167395329025,0.287522091563763,0.780058708456974,-5.15885210930912,"SPATA5"
"NOX3",-0.0611982611853856,3.17111862119163,-1.09156928937348,0.287567043839871,0.780058708456974,-5.15895223828558,"NOX3"
"TTC4",0.205953989453881,5.59229785142002,1.09151688306267,0.287589553824424,0.780058708456974,-5.15900237073592,"TTC4"
"ANKRD1",0.0488633222858662,3.2460969888339,1.09150812496753,0.287593315797109,0.780058708456974,-5.15901074861934,"ANKRD1"
"C6orf203",0.0798663986120518,3.68256812528425,1.09124132164249,0.287707936206643,0.780179121648773,-5.15926594101359,"C6orf203"
"OMP",0.0612325483161476,3.16062902958191,1.09123353017249,0.287711283969024,0.780179121648773,-5.15927339258535,"OMP"
"LCE1E",-0.0669597983312811,3.32007584473333,-1.09104775432182,0.287791114670722,0.780193342342394,-5.15945105023021,"LCE1E"
"RNF144A",0.10925366456195,3.65288303517107,1.09103679934702,0.287795822690474,0.780193342342394,-5.15946152565456,"RNF144A"
"AP1AR",0.0619567659499151,3.32908981027576,1.09096450984395,0.287826891290404,0.780193342342394,-5.15953064839117,"AP1AR"
"S100A14",0.109321488228036,3.84745070250834,1.09087603443957,0.287864919576603,0.780196704713176,-5.15961524250105,"S100A14"
"SMIM26",0.237852531053769,7.40954297018987,1.09070493791884,0.287938470195001,0.78022610418992,-5.15977881615144,"SMIM26"
"IFT122",0.120713820696962,4.164770546496,1.09067964222113,0.287949345411849,0.78022610418992,-5.15980299772038,"IFT122"
"AP3M1",-0.135013255458342,4.36665936344502,-1.0904866997502,0.288032305716198,0.780287799538453,-5.15998742597969,"AP3M1"
"CTH",-0.06003506767826,3.2561926957128,-1.08993902350349,0.288267886712856,0.780287799538453,-5.16051077802626,"CTH"
"NXPH2",0.0686065252940263,3.47298439188268,1.08993506124242,0.288269591573512,0.780287799538453,-5.16051456346774,"NXPH2"
"TIMM13",-0.0629478973868521,3.3792967708504,-1.08988831473907,0.288289705961848,0.780287799538453,-5.16055922295185,"TIMM13"
"TMEM97",0.166297086786918,4.3952395470383,1.08972944622916,0.288358072527665,0.780287799538453,-5.16071098612124,"TMEM97"
"SEC62",0.0897116636809526,3.6038552682371,1.08971166653043,0.288365724471684,0.780287799538453,-5.16072796941913,"SEC62"
"LCE1B",0.0489075823594637,3.24680464516373,1.08952603729389,0.288445623497345,0.780287799538453,-5.16090526927441,"LCE1B"
"ACSL6",-0.0850376882231423,3.49672452200052,-1.08940360204401,0.288498331169843,0.780287799538453,-5.16102219619435,"ACSL6"
"DOK6",-0.0617276291111375,3.26989711980155,-1.08939849023326,0.288500531926627,0.780287799538453,-5.16102707777489,"DOK6"
"CST8",-0.0515286690985639,3.20407546040276,-1.08938925459383,0.288504508121095,0.780287799538453,-5.16103589740046,"CST8"
"SARM1",0.122339049152482,4.47605281644385,1.08929246696622,0.288546180218418,0.780287799538453,-5.16112832133377,"SARM1"
"TMCC2",0.0542427851645355,3.16471174910007,1.08928760422199,0.288548273997136,0.780287799538453,-5.16113296464954,"TMCC2"
"LAMB1",0.0662792970583603,3.40191861669329,1.08926925548685,0.288556174612673,0.780287799538453,-5.16115048524473,"LAMB1"
"ALKBH4",0.105042058334433,3.79042747982471,1.08923770105791,0.288569761714333,0.780287799538453,-5.16118061490981,"ALKBH4"
"FKBP7",0.0496341915855034,3.13077853126128,1.089215567471,0.288579292548003,0.780287799538453,-5.16120174865035,"FKBP7"
"SLC38A10",-0.128083741370839,4.03016484744927,-1.08918525933291,0.288592343754028,0.780287799538453,-5.16123068705856,"SLC38A10"
"SLC35E3",0.235420684659232,4.93811812746746,1.08917309723782,0.288597581081649,0.780287799538453,-5.16124229930738,"SLC35E3"
"NPPC",-0.0535952154359459,3.17269396798335,-1.08899244117919,0.288675384574158,0.780398668712395,-5.16141477451505,"NPPC"
"LRPPRC",-0.151857581586605,4.50908708138855,-1.08872965683569,0.2887885855099,0.780605190096094,-5.16166561400069,"LRPPRC"
"SNORA11B",0.0787209942496734,3.38632551936183,1.08839486651536,0.288932851346982,0.780834802088579,-5.16198510934001,"SNORA11B"
"SLITRK3",-0.0611472747102974,3.3137720338884,-1.08813726063956,0.289043892816537,0.780834802088579,-5.16223088761469,"SLITRK3"
"HOXA9",-0.0637589349305634,3.27808646931746,-1.08813194643176,0.289046183840189,0.780834802088579,-5.16223595728982,"HOXA9"
"HAL",0.0968083875570051,3.48748808370106,1.08812108287683,0.289050867299977,0.780834802088579,-5.16224632089179,"HAL"
"NIPSNAP3B",-0.054482334039434,3.10473331859167,-1.08802099987125,0.28909401733614,0.780834802088579,-5.16234179368559,"NIPSNAP3B"
"FNDC9",-0.055486636494824,3.21800677272808,-1.08786966727344,0.289159272098493,0.780834802088579,-5.16248614065153,"FNDC9"
"DNAJC30",-0.200372443847085,4.27202633360211,-1.08785159977873,0.289167063531554,0.780834802088579,-5.16250337295674,"DNAJC30"
"TBX5-AS1",-0.0561437155886051,3.24201580455393,-1.08782107155372,0.289180228879596,0.780834802088579,-5.16253248940964,"TBX5-AS1"
"NPEPPS",-0.135164477331203,4.50612801543079,-1.08771660661756,0.289225282838028,0.780834802088579,-5.16263211794835,"NPEPPS"
"RPL26L1",0.255258175199279,7.08845214123722,1.08762108368165,0.28926648470672,0.780834802088579,-5.16272321110932,"RPL26L1"
"ITPKA",-0.0749594441789467,3.4650413075675,-1.08759316222822,0.289278528857505,0.780834802088579,-5.16274983640625,"ITPKA"
"MIB2",-0.180744769471912,4.72847314466157,-1.08740484311526,0.289359771343309,0.780904343760728,-5.16292939776001,"MIB2"
"OR5K4",0.0752454816229635,3.36768512036832,1.08732526650227,0.289394106338027,0.780904343760728,-5.16300526545306,"OR5K4"
"MORF4L2",-0.116021259672577,3.99892448311494,-1.08724608788763,0.289428272532193,0.780904343760728,-5.16308074885161,"MORF4L2"
"RBM19",-0.0697933798399699,3.37696768590492,-1.087192084571,0.289451577060689,0.780904343760728,-5.16313222909456,"RBM19"
"FOXN1",-0.0578035001077856,3.28628363391276,-1.08701371393948,0.28952856055836,0.781012682818837,-5.16330225014153,"FOXN1"
"TMEM178A",-0.052417408736888,3.16233965640007,-1.08667821917343,0.28967339782555,0.781183901739942,-5.16362197382005,"TMEM178A"
"UNC93A",-0.0602184861020668,3.21691314278525,-1.08664600449393,0.289687308059786,0.781183901739942,-5.16365266956981,"UNC93A"
"C1orf109",0.112815716209084,3.66899700865652,1.0866107390208,0.289702536174304,0.781183901739942,-5.16368627134988,"C1orf109"
"BTBD2",0.237195449028598,5.26168368678701,1.08635055256325,0.289814906138386,0.781335426279007,-5.16393415353909,"BTBD2"
"MAPK8IP1",0.100088590521577,3.19041312735076,1.08631002474327,0.289832412228261,0.781335426279007,-5.1639727600905,"MAPK8IP1"
"RTEL1-TNFRSF6B",-0.0761390795975673,3.51616672108447,-1.08612618690121,0.289911831026737,0.781450192223568,-5.16414786697742,"RTEL1-TNFRSF6B"
"SPCS1",0.157922315091332,9.08732157946612,1.08597611768196,0.289976673284364,0.781490606723012,-5.16429078967789,"SPCS1"
"SRMS",-0.0605021673302155,3.18770852443259,-1.08592092846846,0.290000522204362,0.781490606723012,-5.16434334632988,"SRMS"
"ST8SIA3",0.0591036632146629,3.27992161111715,1.0855168385652,0.290175184802804,0.781630699140417,-5.16472808929219,"ST8SIA3"
"RAB14",0.0798431674698069,3.44145899158876,1.08538760231213,0.290231061531347,0.781630699140417,-5.16485111140737,"RAB14"
"DNM3",0.0766808311582035,3.3982192930187,1.08530383502286,0.290267283401488,0.781630699140417,-5.16493084398442,"DNM3"
"OR5I1",-0.0548102226271198,3.08131116900929,-1.08505641584246,0.290374289168732,0.781630699140417,-5.16516631442655,"OR5I1"
"HIST1H3B",-0.0534748516283058,3.23699969400476,-1.08500133878064,0.290398113201805,0.781630699140417,-5.16521872519614,"HIST1H3B"
"CAMSAP1",0.150744294371308,4.71418358015926,1.08489883902226,0.290442454069324,0.781630699140417,-5.16531625668747,"CAMSAP1"
"PYCR3",-0.0580165360315343,3.26729451972372,-1.0848821652274,0.290449667529632,0.781630699140417,-5.16533212151988,"PYCR3"
"ZSCAN5B",-0.0640220399549532,3.24748934487069,-1.0848666270462,0.290456389814329,0.781630699140417,-5.16534690564209,"ZSCAN5B"
"PSMG2",-0.219644758792188,6.36519326736403,-1.08484209538883,0.290467003176222,0.781630699140417,-5.16537024641292,"PSMG2"
"KIAA1755",-0.0550496836190663,3.22420580613671,-1.0847636052689,0.290500962978093,0.781630699140417,-5.16544492311866,"KIAA1755"
"NUP35",-0.0632390208659697,3.48222226755019,-1.08471588882337,0.290521609539325,0.781630699140417,-5.1654903189541,"NUP35"
"HDGFL3",0.0775549063563374,3.32183484972979,1.0847039176718,0.29052678953645,0.781630699140417,-5.16550170763287,"HDGFL3"
"PNPLA1",-0.0537460890861413,3.2276513253546,-1.08469273217417,0.290531629636171,0.781630699140417,-5.16551234878481,"PNPLA1"
"VSIR",0.303361601431032,7.2084855255482,1.08452907341847,0.290602453414715,0.781722074076519,-5.16566803199458,"VSIR"
"USP17L9P",0.0671000515809648,3.26312185282269,1.08440014138902,0.290658257888625,0.781773028953957,-5.1657906662499,"USP17L9P"
"ERMN",0.055105064103993,3.16943069493489,1.08409440667529,0.290790617193637,0.782029851565135,-5.1660814158524,"ERMN"
"TKT",-0.349656950529856,7.25729221749687,-1.08391621388264,0.290867780862809,0.782086620592354,-5.16625084152028,"TKT"
"LINC01465",-0.0563755621976316,3.14739807042255,-1.08387534600022,0.290885480159963,0.782086620592354,-5.16628969523831,"LINC01465"
"SLC8A2",-0.0540113715475933,3.20585445892912,-1.08343699739569,0.291075371602141,0.782212847264412,-5.16670635884286,"SLC8A2"
"ESAM",0.0506527440490736,3.26358292361934,1.08343543553207,0.291076048357267,0.782212847264412,-5.16670784317622,"ESAM"
"COMMD1",-0.223167122035497,5.63750912816475,-1.08338659401279,0.291097211948976,0.782212847264412,-5.16675425927258,"COMMD1"
"FAM182A",-0.0571448141189874,3.33319266611842,-1.08328760556749,0.291140108187757,0.782212847264412,-5.16684832639734,"FAM182A"
"NELL2",0.205226267628774,4.77235274171699,1.08325507121548,0.291154207812865,0.782212847264412,-5.16687924161589,"NELL2"
"HMMR",-0.121623583095228,3.57694726234795,-1.08322298834245,0.291168112260341,0.782212847264412,-5.16690972702377,"HMMR"
"CPQ",0.111174168059797,3.99262004772707,1.08301016268853,0.291260361247868,0.782212847264412,-5.16711193557345,"CPQ"
"POU2F2",-0.0683592703571431,3.26567996810693,-1.08300447205857,0.291262828133202,0.782212847264412,-5.16711734183829,"POU2F2"
"RPRM",-0.0628058002150378,3.21592836354218,-1.08296608094171,0.291279471057888,0.782212847264412,-5.1671538138683,"RPRM"
"BLOC1S3",-0.0551397805360284,3.20360782021692,-1.08289699238166,0.291309423353816,0.782212847264412,-5.16721944597718,"BLOC1S3"
"FAM200B",-0.082625604132504,3.40661205197056,-1.08260728588001,0.291435045416155,0.782212847264412,-5.1674946185328,"FAM200B"
"RSPH9",-0.0698940638615189,3.29379050207932,-1.08250830660755,0.291477973607686,0.782212847264412,-5.16758861737388,"RSPH9"
"PNRC1",0.135329919039798,3.67057092784034,1.08250814486471,0.291478043760731,0.782212847264412,-5.16758877097197,"PNRC1"
"GPATCH2",-0.0923210721798163,3.60934149515615,-1.08247002686222,0.291494577097766,0.782212847264412,-5.16762496893288,"GPATCH2"
"PHC2",-0.11262371588747,3.62628123795408,-1.08243700865647,0.291508898991404,0.782212847264412,-5.16765632307179,"PHC2"
"ADA2",-0.243874496477089,7.62548963681264,-1.08240552687696,0.291522554921629,0.782212847264412,-5.16768621743381,"ADA2"
"STOX2",0.0616780705750372,3.30197332986411,1.0823029589756,0.291567049259189,0.782233267639326,-5.16778360820575,"STOX2"
"BTK",0.402571113469065,4.9559960827148,1.08214398035107,0.291636024463732,0.78231935325409,-5.16793454630283,"BTK"
"ERO1B",-0.0691827837958582,3.33914497132016,-1.08159091846962,0.291876070194451,0.782646428852285,-5.16845948433595,"ERO1B"
"LMO2",0.379531327566348,5.07620673477243,1.08152143935784,0.291906236325092,0.782646428852285,-5.16852541364491,"LMO2"
"POTED",-0.0529803640893198,3.21182480928801,-1.08144959156771,0.291937433243533,0.782646428852285,-5.1685935866899,"POTED"
"MYOT",-0.0497135942715399,3.19147657967846,-1.08138048363556,0.291967442761907,0.782646428852285,-5.16865915624712,"MYOT"
"ALPL",-0.0652051083113364,3.17474865303005,-1.08130382687944,0.292000732894711,0.782646428852285,-5.16873188380639,"ALPL"
"BAK1",-0.193912481904579,4.5921210470314,-1.08121193891971,0.292040641170728,0.782646428852285,-5.16881905587975,"BAK1"
"RAB2B",0.200881481106087,5.71261979955112,1.08119022670931,0.292050071673843,0.782646428852285,-5.16883965282019,"RAB2B"
"ITGA7",-0.0723255284841638,3.43835266747554,-1.08118307078143,0.292053179834826,0.782646428852285,-5.16884644109668,"ITGA7"
"SPACA5",0.0485925384033284,3.21101892999296,1.08086117875398,0.292193017582664,0.782922238394584,-5.16915175429593,"SPACA5"
"ZNF675",0.0472215525563789,3.2110164114913,1.08057168440006,0.292318822231888,0.783160381745058,-5.16942627005133,"ZNF675"
"AGRP",-0.0875425357703127,3.35687111225051,-1.08041009400598,0.292389061045632,0.783249615593756,-5.16957947150107,"AGRP"
"OR5M1",-0.0507086760863067,3.20508830795681,-1.08002913516456,0.29255470133967,0.783594355394256,-5.16994057303391,"OR5M1"
"DCST1",-0.0556793969431109,3.3092075833872,-1.07981526180401,0.292647722783122,0.78363886749554,-5.17014324917058,"DCST1"
"DDX46",0.126865497625167,4.36576642370039,1.0797626308658,0.292670617195958,0.78363886749554,-5.17019311922285,"DDX46"
"VPS25",-0.171296766944584,4.4460727760956,-1.0797360728949,0.292682170380619,0.78363886749554,-5.17021828321679,"VPS25"
"MIR221",0.0504330144591929,3.21663853745493,1.07947459162831,0.292795936887428,0.783748927163967,-5.17046601071836,"MIR221"
"PRDX3",-0.199845238458586,4.33911892153627,-1.07943680461944,0.292812380073885,0.783748927163967,-5.17050180578058,"PRDX3"
"ALAS2",0.110874977086057,3.31826786144559,1.07938679565637,0.292834142721958,0.783748927163967,-5.17054917681784,"ALAS2"
"DEFA4",-0.0537335752206826,3.28603890258047,-1.07876980244563,0.293102738643336,0.784368817810456,-5.1711334651058,"DEFA4"
"MIR586",-0.0698888207184091,3.37620148176771,-1.0785726890674,0.293188585504781,0.784420281458566,-5.1713200680581,"MIR586"
"CLCN5",-0.0618328644173718,3.34606009203745,-1.07855579612679,0.293195943564789,0.784420281458566,-5.17133605883991,"CLCN5"
"TRMT61A",-0.113476482239796,3.95964365143698,-1.07821939971769,0.293342495494335,0.784713375938933,-5.17165444421139,"TRMT61A"
"PLEKHO2",0.23484466185434,4.93912530906709,1.07799928053666,0.293438419522982,0.784789602268687,-5.17186273058966,"PLEKHO2"
"HEPN1",-0.0492984633286441,3.19860917073607,-1.07798418357324,0.293444999339433,0.784789602268687,-5.17187701462202,"HEPN1"
"ZNF503-AS2",-0.054159223090061,3.27369883678576,-1.07768711198473,0.293574495777202,0.784960054464597,-5.17215805383032,"ZNF503-AS2"
"EPN3",-0.062546790268597,3.23840902508064,-1.07766381372096,0.293584653460858,0.784960054464597,-5.17218009184454,"EPN3"
"FBXO24",-0.0549940072578372,3.1734417167555,-1.07748952722745,0.293660647714209,0.784960054464597,-5.17234493751265,"FBXO24"
"IQCE",0.0513808160248749,3.16370660660017,1.0774771972855,0.293666024483412,0.784960054464597,-5.1723565986709,"IQCE"
"PSME2",-0.210433175141209,7.70747378027763,-1.07741351385455,0.293693796311608,0.784960054464597,-5.17241682600032,"PSME2"
"ZSWIM7",0.27305646422672,4.65678705146818,1.0772553827825,0.293762764170668,0.785045451427865,-5.17256636172502,"ZSWIM7"
"CCDC66",-0.08972255309845,3.73370571751541,-1.07687874327438,0.293927080064999,0.785322985814465,-5.17292245074875,"CCDC66"
"AQP7",-0.0665474947865606,3.30966542635166,-1.07683558966031,0.29394591084581,0.785322985814465,-5.17296324277396,"AQP7"
"MTRNR2L1",-0.158684091927173,4.20673937113031,-1.07676273120247,0.293977705789374,0.785322985814465,-5.17303211076965,"MTRNR2L1"
"SNORD107",0.0560645392050708,3.23073127447114,1.07663854139284,0.29403190709921,0.785351468476909,-5.17314948922655,"SNORD107"
"EXOSC2",0.131385376621364,4.61285397174737,1.07651262451549,0.294086869514831,0.785351468476909,-5.17326848784112,"EXOSC2"
"LINC00710",-0.0675084501469112,3.22212502078511,-1.07648378094492,0.294099460705565,0.785351468476909,-5.17329574492926,"LINC00710"
"LRRC61",-0.0752985804494848,3.32400455943878,-1.07634128391551,0.294161671156945,0.785418698463613,-5.17343039474823,"LRRC61"
"DRD1",-0.0612461798363049,3.25811406910149,-1.07577728487578,0.294407991239263,0.785584524199457,-5.17396318054337,"DRD1"
"PIGZ",0.044236305789663,3.17277854297577,1.07575198325048,0.294419044910954,0.785584524199457,-5.17398707613654,"PIGZ"
"PROB1",-0.0483261111640596,3.17597780688723,-1.07574646403001,0.294421456165345,0.785584524199457,-5.17399228858354,"PROB1"
"ZBTB38",-0.0588212760039145,3.35998211720923,-1.07560969712931,0.294481211858993,0.785584524199457,-5.17412144607047,"ZBTB38"
"PAICS",-0.223877863838902,5.20220830096993,-1.07553121080871,0.294515507756449,0.785584524199457,-5.17419555904245,"PAICS"
"CYP3A4",-0.0590382892927189,3.24186736208033,-1.07543006986349,0.294559707205979,0.785584524199457,-5.17429105726406,"CYP3A4"
"TIGD6",-0.0645256716804139,3.42691082933387,-1.07542194032098,0.294563260092156,0.785584524199457,-5.17429873290986,"TIGD6"
"MIR489",0.0547318775040647,3.26284024699359,1.07541139263089,0.294567869836912,0.785584524199457,-5.17430869161453,"MIR489"
"DNAJC17",0.114693016633185,3.95444977061842,1.07540855401228,0.294569110430884,0.785584524199457,-5.17431137170932,"DNAJC17"
"RIPK3",0.13243967196521,4.29975550723592,1.0752845318846,0.294623316911497,0.785584524199457,-5.17442846167939,"RIPK3"
"PTGES2",-0.206616618657075,5.09210096877781,-1.07511329378217,0.294698171924222,0.785584524199457,-5.17459010893537,"PTGES2"
"ZNF8",0.0761719287234209,3.49740290862354,1.07494791344085,0.294770479265293,0.785584524199457,-5.17474620496252,"ZNF8"
"PKD1P1",-0.231931723232579,4.40578368171868,-1.07493719379151,0.294775166534537,0.785584524199457,-5.17475632208879,"PKD1P1"
