"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOLS"
"RNF40",-0.211616507981505,4.09320985850794,-1.6653377992107,0.110911136841432,0.616430170099784,-4.49246593294746,"RNF40"
"IKBKG",0.363021694255766,6.89551575152249,1.66531897121642,0.110914930397507,0.616430170099784,-4.49249134693237,"IKBKG"
"TIAM1",-0.368448886521013,5.27363322034002,-1.6653039195163,0.110917963166513,0.616430170099784,-4.49251166353199,"TIAM1"
"MIA",-0.0899544346768191,3.35127585977486,-1.66508289359392,0.110962505801713,0.616430170099784,-4.49280998606843,"MIA"
"KDM3A",0.256319204673872,4.66673777488984,1.6645933331113,0.111061219305983,0.616430170099784,-4.49347065079985,"KDM3A"
"CCNI",0.189200322121386,10.1445340526366,1.66458831687669,0.111062231149465,0.616430170099784,-4.49347741949899,"CCNI"
"MRGBP",0.456064202094361,6.36827561273989,1.66438538242056,0.11110317236979,0.616430170099784,-4.49375123827768,"MRGBP"
"ARCN1",-0.292903436821998,5.01198437269747,-1.66433034145094,0.11111427887108,0.616430170099784,-4.49382550064374,"ARCN1"
"DCAF4L1",-0.100963362414622,3.40044832276127,-1.66418861134763,0.111142882362607,0.616430170099784,-4.49401671739876,"DCAF4L1"
"SPIN2B",-0.0738982807804989,3.18584827575005,-1.6640416306131,0.111172552108317,0.616430170099784,-4.49421500546139,"SPIN2B"
"FBXO3",-0.184409488208614,3.69550174939523,-1.6638989800979,0.111201354166373,0.616430170099784,-4.4944074394246,"FBXO3"
"DPM2",-0.181869094736323,3.78155663905615,-1.6638207547221,0.111217151057518,0.616430170099784,-4.4945129594417,"DPM2"
"GAD2",-0.088970381174913,3.21576073500836,-1.66377109478204,0.111227180409669,0.616430170099784,-4.4945799449903,"GAD2"
"MED20",0.229842851853079,4.34677360471225,1.66352586160604,0.111276719088932,0.616430170099784,-4.49491071479752,"MED20"
"MRPS22",0.337479136100896,6.62060384940688,1.66350793261453,0.111280341593695,0.616430170099784,-4.49493489596416,"MRPS22"
"SIMC1",-0.136445065978403,3.69303378190801,-1.66350060307658,0.111281822535996,0.616430170099784,-4.4949447813941,"SIMC1"
"MRAP",-0.0835298596002316,3.19900749327853,-1.66344314431645,0.111293432728785,0.616430170099784,-4.49502227555825,"MRAP"
"KRT40",0.114689262153971,3.15198397107675,1.66281625421,0.11142016965584,0.616971007326646,-4.49586762930788,"KRT40"
"TGIF2LX",-0.105110338570287,3.31458941977132,-1.6625310681509,0.111477865509812,0.616996692124788,-4.49625212173616,"TGIF2LX"
"LZTS2",-0.0821376085521008,3.31981234097268,-1.66250572739854,0.111482993409194,0.616996692124788,-4.49628628419978,"LZTS2"
"DAGLA",-0.0787857928991978,3.24731154873484,-1.66208644004799,0.111567868488917,0.617305336528296,-4.49685147974114,"DAGLA"
"EMILIN3",-0.0722640287402723,3.14088104287614,-1.66159224031519,0.11166797812066,0.617485258936942,-4.4975175218635,"EMILIN3"
"GATA5",-0.0758424919123575,3.15684208942506,-1.66158561505365,0.111669320711023,0.617485258936942,-4.49752644986136,"GATA5"
"RASAL1",0.129940244785888,3.55637696967105,1.6614947602494,0.111687733557248,0.617485258936942,-4.4976488803479,"RASAL1"
"VGLL1",-0.0923214427694988,3.36293095914643,-1.66132571865254,0.111721998763143,0.617513721597275,-4.49787665756202,"VGLL1"
"TPO",-0.138838775611421,3.31146206297744,-1.66096824304732,0.11179448939064,0.617548793874162,-4.49835828638312,"TPO"
"DCUN1D1",0.185822459543887,3.54908387063936,1.66080287402075,0.111828037191497,0.617548793874162,-4.49858106316992,"DCUN1D1"
"ATP5F1D",-0.363917913012533,8.0952990992072,-1.66048966176069,0.111891600763665,0.617548793874162,-4.49900296214731,"ATP5F1D"
"CDK5RAP2",0.361505374902318,6.47672548389481,1.6604530843743,0.11189902580521,0.617548793874162,-4.49905222830909,"CDK5RAP2"
"TTC21A",0.114838423637337,3.52690109400137,1.66034983498855,0.111919987207536,0.617548793874162,-4.49919129082345,"TTC21A"
"LINC00526",0.137527750218018,3.42869079614867,1.66027166540956,0.111935859188706,0.617548793874162,-4.49929657010481,"LINC00526"
"OAT",-0.227427633724914,4.02242119461198,-1.65994496251316,0.112002215369955,0.617548793874162,-4.49973653613674,"OAT"
"GPX4",-0.385052810020654,7.71523248773339,-1.65980418965714,0.112030817818484,0.617548793874162,-4.49992609324423,"GPX4"
"SYT12",-0.075863267359974,3.29515059472859,-1.65976348052722,0.112039090315646,0.617548793874162,-4.49998090774897,"SYT12"
"TAOK3",0.167940220241857,3.99218719751196,1.65973659490897,0.11204455402229,0.617548793874162,-4.50001710846761,"TAOK3"
"PROCA1",-0.125812174075317,3.6863443931908,-1.65971644269826,0.112048649510929,0.617548793874162,-4.50004424256188,"PROCA1"
"HCRTR2",-0.0853866255024075,3.30238906779905,-1.65955251316012,0.112081969252529,0.617571941779068,-4.50026495769899,"HCRTR2"
"FIZ1",0.124562787508009,3.61167216388913,1.65907527827213,0.112179018096109,0.617866147065011,-4.50090741655556,"FIZ1"
"SLC7A11",-0.0781898457651776,3.1334960414441,-1.65900344860249,0.112193631287597,0.617866147065011,-4.50100410266722,"SLC7A11"
"AKR1C6P",0.0985331864128855,3.20566269553022,1.6585048896341,0.112295103671513,0.618013928802355,-4.50167510151955,"AKR1C6P"
"NICN1",0.329692978742005,5.86193161535856,1.65842628280806,0.112311109712865,0.618013928802355,-4.50178088305257,"NICN1"
"RAB6C",-0.0814019886480464,3.16523311471324,-1.65815987608592,0.112365370216955,0.618013928802355,-4.50213936022158,"RAB6C"
"MIR22HG",0.219122143730297,4.46850525129698,1.65815736343958,0.112365882086882,0.618013928802355,-4.50214274103925,"MIR22HG"
"TSR3",0.441808106059691,6.66347472356572,1.65781175028679,0.112436308327241,0.618013928802355,-4.5026077347312,"TSR3"
"LURAP1L",0.0846775341144322,3.17534143608089,1.65774578853908,0.112449753720578,0.618013928802355,-4.50269647265065,"LURAP1L"
"KAT5",-0.124966871651855,3.60776584257231,-1.65774449822769,0.112450016746343,0.618013928802355,-4.50269820847242,"KAT5"
"CGN",-0.0828990865170629,3.19645616548537,-1.65772247267587,0.11245450666349,0.618013928802355,-4.50272783871084,"CGN"
"MLX",-0.135638827919257,3.52227810867211,-1.6572039248618,0.112560256673249,0.618013928802355,-4.5034253399464,"MLX"
"TRIM27",0.218348213494096,4.32323919326275,1.65718623168602,0.112563866413884,0.618013928802355,-4.50344913628816,"TRIM27"
"OGA",0.313971073608486,7.78253468804449,1.65699009198978,0.112603889163406,0.618013928802355,-4.50371292077808,"OGA"
"MIR1231",-0.0834951240349282,3.24367196955083,-1.65695659360134,0.112610725789224,0.618013928802355,-4.50375796981348,"MIR1231"
"CEBPE",0.0883569708725571,3.32511422415724,1.65692382251641,0.112617414320846,0.618013928802355,-4.50380204011293,"CEBPE"
"BUB3",0.27743098013778,7.95997494831014,1.65686983264877,0.112628434308803,0.618013928802355,-4.50387464386504,"BUB3"
"LINC00543",-0.0930721597066663,3.28564785836752,-1.6563231782847,0.112740064505077,0.618240519445004,-4.50460966800163,"LINC00543"
"TTLL11",0.0901424053248207,3.29004909422119,1.65628982602406,0.112746878271481,0.618240519445004,-4.50465450721814,"TTLL11"
"ARHGEF17",-0.0708011893441898,3.17591751585779,-1.65623939113207,0.112757182629822,0.618240519445004,-4.50472231128403,"ARHGEF17"
"FBXO7",-0.313115390364455,5.53948224111704,-1.65577950849725,0.112851178062903,0.618554795245939,-4.50534050178512,"FBXO7"
"OR4K13",-0.0843760375401306,3.29609580857258,-1.6556736018124,0.112872833723208,0.618554795245939,-4.50548284736647,"OR4K13"
"PARP14",0.31419814460347,6.10873253807907,1.65526899576224,0.112955599412136,0.618848450615497,-4.5060266028115,"PARP14"
"SLCO6A1",-0.0893086163597273,3.17564054761466,-1.65480967032392,0.113049620643654,0.619203603980016,-4.50664377758786,"SLCO6A1"
"ADO",0.174552066668678,4.24674721466762,1.65420696085864,0.113173092156113,0.61931484212556,-4.50745341933288,"ADO"
"CCKBR",-0.106945951877964,3.25614650012262,-1.65415382284417,0.11318398351854,0.61931484212556,-4.50752479114136,"CCKBR"
"SNORA24",-0.342669282109256,4.75293626874798,-1.65410799561243,0.113193377148002,0.61931484212556,-4.50758634218461,"SNORA24"
"CPXM2",-0.0976145059053598,3.30508083409964,-1.65405425765711,0.113204393151166,0.61931484212556,-4.50765851660244,"CPXM2"
"CFL2",-0.148911995961637,3.43285524829024,-1.65399793779019,0.113215939405922,0.61931484212556,-4.50773415687969,"CFL2"
"HCN1",-0.110454115793846,3.29229804992824,-1.65375572475289,0.113265607364474,0.61940774104544,-4.50805943892379,"HCN1"
"JUP",-0.111294905833325,3.31859047137747,-1.65363029668828,0.113291334756472,0.61940774104544,-4.50822786978876,"JUP"
"CPN1",-0.0939864371019056,3.21779814279563,-1.65348543106369,0.11332105526655,0.619410551570361,-4.50842239061744,"CPN1"
"MRPS31",0.374078040471867,5.71950922799313,1.6532209059917,0.113375342019974,0.61942448914928,-4.50877755379608,"MRPS31"
"GPSM1",0.306009088302253,4.73315473586008,1.65318837640076,0.113382019373704,0.61942448914928,-4.50882122658256,"GPSM1"
"NOXO1",0.120544274436602,3.59365399162053,1.65271287054267,0.113479664492562,0.61958635644878,-4.5094595472675,"NOXO1"
"ERICH4",-0.0822343389631065,3.23195791185319,-1.65270167808918,0.1134819637189,0.61958635644878,-4.50947457042257,"ERICH4"
"FAM83G",-0.0936823023214389,3.22769503685598,-1.65261732923245,0.113499292474703,0.61958635644878,-4.50958778589571,"FAM83G"
"STRIP2",0.568270015796898,7.03565652828249,1.6520764510276,0.113610464482919,0.620033641470339,-4.51031366687577,"STRIP2"
"C19orf48",-0.206085548449551,4.37746003033145,-1.65184515928266,0.113658032239124,0.620133662909017,-4.51062401644045,"C19orf48"
"ZWINT",-0.28235607662275,3.96811662815999,-1.65163806850887,0.113700637077891,0.620206561509239,-4.51090186567654,"ZWINT"
"LAMTOR2",0.362831130937214,8.33878000908531,1.6505302353873,0.113928781218241,0.621291229641671,-4.51238778457951,"LAMTOR2"
"INTS5",-0.259460634624835,4.76558127085405,-1.6501269406204,0.1140119306524,0.621453837145577,-4.512928534556,"INTS5"
"NUP50",0.199905655596008,3.95020173383495,1.65010136790589,0.114017204844089,0.621453837145577,-4.51296281994317,"NUP50"
"CCNT1",-0.235067426865364,3.85855404126334,-1.64984317548315,0.114070466758155,0.621584393372802,-4.51330895702447,"CCNT1"
"KMT5B",0.276005361019853,5.05160178505517,1.64953764470997,0.114133521150475,0.621633069944372,-4.51371850498362,"KMT5B"
"TMEM174",0.0998580689932243,3.29602960816756,1.64951584038199,0.114138022178583,0.621633069944372,-4.5137477303975,"TMEM174"
"MSX2P1",0.118061017651756,3.43490953153419,1.64920825665392,0.114201532116325,0.621798548483302,-4.51415996958328,"MSX2P1"
"HBBP1",-0.0885033086139616,3.2686127845161,-1.64902824572077,0.114238714652328,0.621798548483302,-4.51440120293319,"HBBP1"
"AGGF1",0.267053359710327,5.13656655662255,1.64894282321586,0.114256362855499,0.621798548483302,-4.51451567115363,"AGGF1"
"ADGRF2",-0.07584189657591,3.18223599679053,-1.64766600024237,0.114520427846585,0.623075739807689,-4.51622612225479,"ADGRF2"
"MIR876",0.0801533844161117,3.22945165625578,1.64741340053695,0.114572730066157,0.623108551026306,-4.51656439249301,"MIR876"
"GOLGA2P7",-0.0660428694540681,3.16740113736368,-1.64735309260554,0.114585220152895,0.623108551026306,-4.51664514850751,"GOLGA2P7"
"HDLBP",-0.084750203600288,3.24325284950929,-1.64693496197651,0.114671848817511,0.623298785658544,-4.51720499089223,"HDLBP"
"STS",-0.0725226515690049,3.20172946777468,-1.64688884419435,0.114681406925572,0.623298785658544,-4.51726673235714,"STS"
"FABP5P3",0.189695500645,3.82088277500853,1.64675875385447,0.114708372332389,0.623298785658544,-4.51744088752897,"FABP5P3"
"FAM161A",0.0824806814320819,3.19451740336399,1.64645466786629,0.114771424822098,0.623446222985125,-4.51784793529751,"FAM161A"
"SLC7A9",0.110097418747574,3.33536792693123,1.64634438472798,0.114794299356701,0.623446222985125,-4.51799554593355,"SLC7A9"
"TPK1",0.268545230809386,5.26667569708756,1.64578707666254,0.114909953101489,0.62366376614432,-4.51874137396348,"TPK1"
"MCTS1",0.269818750132308,4.45356909219467,1.6457655109261,0.114914430445273,0.62366376614432,-4.51877023096141,"MCTS1"
"LOC100507547",0.295971141398666,5.45243678252202,1.64565037701342,0.114938336323301,0.62366376614432,-4.51892428630592,"LOC100507547"
"ARHGEF6",0.293363074870084,8.05762422267864,1.64554138627719,0.114960970529453,0.62366376614432,-4.51907011440121,"ARHGEF6"
"POLR2L",-0.182636234678593,3.95799653618884,-1.64528830411503,0.115013542850771,0.62366376614432,-4.51940870725426,"POLR2L"
"NDUFB9",0.431744185377969,7.63758742716572,1.64500779508404,0.115071836225358,0.62366376614432,-4.51978394884437,"NDUFB9"
"SNORA23",-0.0805299559913535,3.24291025321804,-1.64483669530666,0.115107405200587,0.62366376614432,-4.52001280860123,"SNORA23"
"RPL6",0.148824567568687,10.5933341032481,1.64478530809102,0.115118089613664,0.62366376614432,-4.52008153970665,"RPL6"
"RAD51",0.40010384731584,5.08094871268462,1.64474331836611,0.115126820725144,0.62366376614432,-4.52013770035909,"RAD51"
"SSR2",-0.408982732983181,6.30047970191922,-1.64472200324968,0.115131253086658,0.62366376614432,-4.52016620861419,"SSR2"
"ASPHD2",-0.251971771291564,4.62940063493722,-1.64434573300219,0.115209520141892,0.62366376614432,-4.5206694124432,"ASPHD2"
"ZNF812P",0.0939923112619995,3.2559600707045,1.64394204552542,0.115293540128768,0.62366376614432,-4.52120918781241,"ZNF812P"
"LINC01551",-0.107888864888266,3.20070254129791,-1.64361745104073,0.115361135900923,0.62366376614432,-4.52164313579912,"LINC01551"
"PRSS33",0.0649123309334589,3.116150445563,1.64355787679636,0.115373545680931,0.62366376614432,-4.52172277327609,"PRSS33"
"RAC1",-0.383056938040242,6.4751855203186,-1.643500856744,0.11538542445817,0.62366376614432,-4.5217989943654,"RAC1"
"HOXB3",-0.0849782391536728,3.16043912152713,-1.64331991351336,0.115423126530015,0.62366376614432,-4.52204085578022,"HOXB3"
"S100A3",-0.0775573015049382,3.14955685279436,-1.64311101687517,0.115466666019078,0.62366376614432,-4.52232005714621,"S100A3"
"TNFSF9",0.114066850907233,3.48132455962877,1.64283027628489,0.115525201487023,0.62366376614432,-4.52269524032261,"TNFSF9"
"COPA",-0.342305681981613,6.05429348385538,-1.64245781139087,0.11560290046955,0.62366376614432,-4.52319293101495,"COPA"
"SH2D6",-0.0855669602877525,3.17923232746386,-1.64227373586452,0.115641316291282,0.62366376614432,-4.52343886338895,"SH2D6"
"JMJD1C-AS1",-0.0788773786572649,3.21843230331298,-1.64223043008822,0.115650355597735,0.62366376614432,-4.52349671869552,"JMJD1C-AS1"
"MIR23B",-0.0743498396791039,3.21148347981389,-1.64216930224533,0.115663115956727,0.62366376614432,-4.52357838186047,"MIR23B"
"SPRR2E",-0.0876591352798732,3.23515907996002,-1.64210490121919,0.11567656087373,0.62366376614432,-4.52366441536669,"SPRR2E"
"RPS6KA1",0.416798755414578,6.45074553758616,1.64190611323785,0.115718069895936,0.62366376614432,-4.52392996099969,"RPS6KA1"
"SNORD71",0.0788485790902517,3.26274140175196,1.64188113554631,0.115723286389487,0.62366376614432,-4.52396332509895,"SNORD71"
"RBP2",-0.101986251072845,3.32533999630858,-1.64175474198,0.115749686235931,0.62366376614432,-4.52413215028443,"RBP2"
"MPP6",0.185218308455958,4.00429316247286,1.64173192390092,0.115754452793612,0.62366376614432,-4.52416262760059,"MPP6"
"RMRP",-0.0804511548650719,3.2046694593398,-1.64121241118856,0.115863020653334,0.62366376614432,-4.52485643773508,"RMRP"
"FAM186B",-0.0987642636499004,3.1652472759617,-1.64116563557412,0.115872800044211,0.62366376614432,-4.52491889866132,"FAM186B"
"ANO4",-0.0978595580731584,3.19776851919474,-1.64110163734361,0.115886181300513,0.62366376614432,-4.52500435534178,"ANO4"
"VIM",-0.335642376812323,8.85286465453617,-1.64109892311206,0.115886748842336,0.62366376614432,-4.52500797959391,"VIM"
"EVI5L",0.231806317848016,4.07075914126263,1.64094318771273,0.115919316812672,0.62366376614432,-4.52521592211423,"EVI5L"
"USP26",-0.0808360434092347,3.26928178861644,-1.64073223450027,0.115963444452634,0.62366376614432,-4.52549756976059,"USP26"
"ABHD13",-0.0784434434694214,3.24160296344182,-1.6407022358102,0.115969720792973,0.62366376614432,-4.52553761940169,"ABHD13"
"SFSWAP",-0.268268514969915,5.23066713727075,-1.64068019391291,0.115974332591946,0.62366376614432,-4.52556704600973,"SFSWAP"
"FOXN3-AS1",-0.0989090261039974,3.26577680212525,-1.64058229113677,0.115994818538823,0.62366376614432,-4.52569774567181,"FOXN3-AS1"
"AK2",0.323645728916047,4.90884301551556,1.64050198566948,0.116011624565312,0.62366376614432,-4.52580494870654,"AK2"
"RASD1",-0.270715831155956,3.92876932334353,-1.64050120056166,0.116011788879864,0.62366376614432,-4.52580599675969,"RASD1"
"LOC145845",-0.0842776765731716,3.20699942702042,-1.64042215588138,0.116028333079302,0.62366376614432,-4.52591151288065,"LOC145845"
"RNF5",-0.21557122499692,4.07869115107685,-1.64038400352572,0.116036319150843,0.62366376614432,-4.52596244081047,"RNF5"
"SPIDR",0.266959020035771,4.96539624717559,1.64013452269005,0.116088552043418,0.62366376614432,-4.5262954403365,"SPIDR"
"TKTL1",-0.226360544775883,4.30933268675605,-1.64003978859258,0.116108391370739,0.62366376614432,-4.52642187872375,"TKTL1"
"HIST1H1T",-0.0664540939041662,3.18181769601095,-1.63997312473431,0.116122353909511,0.62366376614432,-4.52651084946749,"HIST1H1T"
"CHST12",0.403131636638168,5.75593659350222,1.63994491150667,0.116128263509238,0.62366376614432,-4.52654850252351,"CHST12"
"GET4",-0.315843764857694,4.81926359168609,-1.63945452357162,0.116231021689565,0.623959608781837,-4.52720289197859,"GET4"
"RALB",-0.301968044242978,4.19712478234425,-1.63940123664249,0.116242192299936,0.623959608781837,-4.52727399102764,"RALB"
"ESPL1",-0.243212522992713,4.11594768898424,-1.63853873304512,0.116423126058257,0.624725591547093,-4.52842456355307,"ESPL1"
"LINC02346",-0.0784716319331489,3.27234155614395,-1.63844021885206,0.116443807213583,0.624725591547093,-4.52855595206406,"LINC02346"
"ZNF442",-0.0849197497057368,3.34570003742838,-1.63825220244129,0.11648328623216,0.624779346082865,-4.52880669352947,"ZNF442"
"DPH1",-0.0749446540326938,3.20233048028969,-1.63802039929225,0.116531974969614,0.624852529271166,-4.52911580023815,"DPH1"
"CEACAM18",-0.0890631089729753,3.21120985966858,-1.63788393920797,0.116560645542794,0.624852529271166,-4.52929775293509,"CEACAM18"
"HSH2D",-0.30749795585887,4.43127809645399,-1.63766930634917,0.116605752427476,0.624852529271166,-4.52958391661901,"HSH2D"
"C5",0.131479159613474,3.68658096227616,1.63762634600481,0.116614782669524,0.624852529271166,-4.52964119103983,"C5"
"SKIV2L",0.368031152400553,7.42339307561616,1.63741322637502,0.116659589023219,0.624934721900588,-4.52992530409821,"SKIV2L"
"AJM1",0.0933986833429902,3.22908914755308,1.63721641961732,0.116700978642216,0.624998574506089,-4.5301876458333,"AJM1"
"RASGRP2",0.367175258044971,7.75362825902936,1.63662539707279,0.116825348580561,0.625368398814523,-4.53097533311204,"RASGRP2"
"CLCNKA",-0.0931396222588758,3.25341615361377,-1.6364507922066,0.116862112370407,0.625368398814523,-4.5312079979167,"CLCNKA"
"DDX23",-0.30966765927295,5.48495794433951,-1.63619095546261,0.11691684014564,0.625368398814523,-4.53155420192873,"DDX23"
"SYN1",0.110725348399681,3.45950692260374,1.63609808881977,0.116936405300826,0.625368398814523,-4.53167792665696,"SYN1"
"CLN3",-0.275264431029318,5.2111420255749,-1.63604802891699,0.116946953071727,0.625368398814523,-4.53174461849294,"CLN3"
"MIR524",-0.0819567044972589,3.18933621390999,-1.63597347817899,0.116962662621096,0.625368398814523,-4.53184393520474,"MIR524"
"PHF11",0.314920208034399,7.00253747752951,1.63557578229213,0.117046496316413,0.625368398814523,-4.53237369002296,"PHF11"
"CYP2R1",-0.149001826121741,3.63066442256791,-1.6353863828853,0.117086439225801,0.625368398814523,-4.53262594777541,"CYP2R1"
"MFN1",0.14120383224696,3.7288135573678,1.63525910635784,0.117113287340786,0.625368398814523,-4.53279545295846,"MFN1"
"SIGLEC9",-0.171525323207271,3.61103364778451,-1.63515063551208,0.117136172620425,0.625368398814523,-4.53293990524786,"SIGLEC9"
"LSM2",0.324951822940433,8.15469542211722,1.63512461971782,0.11714166201715,0.625368398814523,-4.53297454982151,"LSM2"
"ZDHHC9",0.13667226397062,3.61885943566854,1.63471722828902,0.117227650895063,0.625368398814523,-4.53351700922646,"ZDHHC9"
"CATSPERB",0.127191200757044,3.285497916595,1.63466402882411,0.117238883732093,0.625368398814523,-4.53358783921185,"CATSPERB"
"KMT2B",-0.255500646848662,4.91147407751301,-1.63458959220829,0.117254602224094,0.625368398814523,-4.5336869415513,"KMT2B"
"SLC19A2",-0.118248628508632,3.54706054657227,-1.63446644250424,0.117280611169657,0.625368398814523,-4.53385089144875,"SLC19A2"
"SMIM11A",0.326086682374328,4.91847802776513,1.63445036629317,0.117284006788638,0.625368398814523,-4.53387229312196,"SMIM11A"
"TMEM155",-0.203168515140729,3.58608324527593,-1.63433577886644,0.117308212356586,0.625368398814523,-4.53402483464973,"TMEM155"
"EIPR1",-0.24839045291398,5.05164262756144,-1.63422382777151,0.117331865088176,0.625368398814523,-4.53417385895194,"EIPR1"
"CTNND1",-0.099124098219648,3.39180640510432,-1.63418356773526,0.117340372104624,0.625368398814523,-4.53422744946054,"CTNND1"
"OTOF",0.295172853782601,3.86168852925778,1.6340917248401,0.117359780614947,0.625368398814523,-4.53434969871907,"OTOF"
"CD8B",-0.0972469312463718,3.24059494378408,-1.63385126888576,0.117410607284939,0.625382776706161,-4.53466973806623,"CD8B"
"EYA1",0.080703417173694,3.21541690429031,1.63379996095187,0.117421454962464,0.625382776706161,-4.53473802278714,"EYA1"
"ZNF362",0.292446766798693,4.93887281399951,1.63362785180409,0.117457848962721,0.625419548280541,-4.53496706782555,"ZNF362"
"VARS2",0.247782741156808,4.34366798579194,1.63336537702018,0.117513369873195,0.625558119545861,-4.53531633805471,"VARS2"
"TMEM30CP",-0.0865462464328929,3.20699272175829,-1.63241345169813,0.11771491478617,0.626246804555623,-4.53658269688897,"TMEM30CP"
"SKAP1",0.332390205585538,6.00776804577724,1.63237758354058,0.117722514604921,0.626246804555623,-4.53663040203792,"SKAP1"
"DOP1A",-0.115991622245832,3.53841663384884,-1.63233598898949,0.117731328261188,0.626246804555623,-4.53668572239359,"DOP1A"
"IRF2BP2",-0.232582436364896,4.07293225677776,-1.63206382074411,0.117789012931065,0.626396536169015,-4.53704767767995,"IRF2BP2"
"ZNF84",0.229362097233441,4.0317374743402,1.63184615712896,0.117835162752954,0.626455122201774,-4.5373371151963,"ZNF84"
"AMER1",0.203774227095733,3.86423000079214,1.63149359723064,0.117909946079175,0.626455122201774,-4.5378058696842,"AMER1"
"FLVCR1-DT",-0.221718094015486,3.87083416530343,-1.63148089460861,0.117912641244683,0.626455122201774,-4.53782275735404,"FLVCR1-DT"
"SLC25A44",0.318818961446128,5.71393863479198,1.63108004959351,0.117997716769166,0.626455122201774,-4.53835561582886,"SLC25A44"
"C16orf46",0.0996609562054839,3.30487648178368,1.63095752344164,0.118023732086997,0.626455122201774,-4.53851847504185,"C16orf46"
"ACTG1P17",0.56032908504788,7.61304963835738,1.6309179219455,0.118032141492097,0.626455122201774,-4.53857111057982,"ACTG1P17"
"RETSAT",-0.225988060253728,4.30330992391178,-1.63091559959897,0.11803263465965,0.626455122201774,-4.53857419725082,"RETSAT"
"PQLC2",-0.0912673691541309,3.29790841204734,-1.63077307824043,0.118062903450768,0.626455122201774,-4.53876361859615,"PQLC2"
"FAM83C",0.0824547361577614,3.32219547948124,1.63075907797609,0.118065877189763,0.626455122201774,-4.53878222531033,"FAM83C"
"TRMT2B",-0.177976093173755,3.77517239548691,-1.63034611444138,0.118153621460218,0.626575203042332,-4.53933101106854,"TRMT2B"
"OR52A5",-0.0734709172271697,3.25157399521786,-1.6303334890705,0.118156304895849,0.626575203042332,-4.53934778724858,"OR52A5"
"PRKAG2",0.199858625751116,4.35489573199499,1.63023546362355,0.11817714127543,0.626575203042332,-4.53947803696696,"PRKAG2"
"LIPT1",-0.127434412356547,3.52586637084079,-1.62935206638749,0.118365056610447,0.627079240951832,-4.5406515736042,"LIPT1"
"FAM241B",0.315511118947298,4.86585730095946,1.62922343789937,0.118392439296671,0.627079240951832,-4.54082240880326,"FAM241B"
"RPS6KA3",-0.161347167336985,3.7174643800904,-1.62899362349427,0.118441375915365,0.627079240951832,-4.54112760692648,"RPS6KA3"
"CELA3B",-0.0861428042634123,3.25228054800354,-1.62893411379663,0.118454050669698,0.627079240951832,-4.54120663176738,"CELA3B"
"RSPH4A",0.178717500759619,3.56372954942497,1.62870697589675,0.118502438441652,0.627079240951832,-4.54150823572004,"RSPH4A"
"FANCA",-0.13310399766763,3.40290643282229,-1.62869369147901,0.118505268970304,0.627079240951832,-4.5415258743996,"FANCA"
"NOP58",0.349148674458082,5.99566147205102,1.62858613526866,0.118528188211522,0.627079240951832,-4.54166868059097,"NOP58"
"NUMA1",-0.331753060544289,6.43232528574676,-1.62839408537291,0.118569121560207,0.627079240951832,-4.54192365456961,"NUMA1"
"INSYN2B",-0.0833338474517708,3.24642987920723,-1.62823326722589,0.118603407353401,0.627079240951832,-4.54213714665674,"INSYN2B"
"NUDT15",0.16345242943328,3.76435787237746,1.62806567384202,0.11863914647886,0.627079240951832,-4.54235961640701,"NUDT15"
"EFEMP2",0.158904354844729,3.59355893734296,1.62804341510183,0.118643893815238,0.627079240951832,-4.54238916221094,"EFEMP2"
"MZF1",0.291231322254201,5.0956618874535,1.62797534489049,0.118658412798341,0.627079240951832,-4.54247951537234,"MZF1"
"SNORD114-30",-0.0779497802162164,3.1159084548153,-1.62780813823619,0.118694083360301,0.627079240951832,-4.54270144558362,"SNORD114-30"
"CPTP",-0.101090807032089,3.37455268193622,-1.62779977325516,0.118695868117036,0.627079240951832,-4.54271254781766,"CPTP"
"NUP85",-0.314990905419714,5.01837478213991,-1.62770670060643,0.118715727669823,0.627079240951832,-4.54283607354159,"NUP85"
"PCDH19",-0.0779223222009882,3.25922994845641,-1.62736954368261,0.118787692581149,0.627303133531128,-4.54328350307081,"PCDH19"
"CYP26A1",-0.0951835865166727,3.40447367297947,-1.62694728636302,0.118877873635921,0.6274539576831,-4.54384376901323,"CYP26A1"
"SLC25A30",0.131056767939602,3.42539965717287,1.62687888704266,0.118892487027621,0.6274539576831,-4.54393451345082,"SLC25A30"
"KIF4A",-0.175845510938488,3.48355196876868,-1.62682027690074,0.118905010181459,0.6274539576831,-4.54401226845749,"KIF4A"
"UGT1A9",-0.0836304647296894,3.27023584056662,-1.62638956640813,0.118997073591489,0.627529469857028,-4.5445836054553,"UGT1A9"
"GPC4",-0.0695605887334913,3.12472166867181,-1.62632018164264,0.119011910038192,0.627529469857028,-4.54467563372258,"GPC4"
"ZRANB2",0.360741200626821,6.55161805094745,1.62630886601735,0.119014329790009,0.627529469857028,-4.54469064188926,"ZRANB2"
"PEA15",0.390599397978542,5.66490449887939,1.62606825747453,0.119065791712534,0.627529469857028,-4.54500974794679,"PEA15"
"INTS4P1",0.203937657823142,4.57545799003798,1.62605305658566,0.11906904354312,0.627529469857028,-4.54502990687875,"INTS4P1"
"LOC641367",0.156506440984414,3.82579761288703,1.62587554367273,0.119107023295657,0.627529469857028,-4.545265308416,"LOC641367"
